firstName,lastName,email,phone,title,companyName,department,seniority,linkedinUrl
Amanda,Cruz,amanda.cruz@sigmastrategicstrategies.com,+1-279-684-3112,"Media Buyer","Sigma Strategic Strategies",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/amanda-cruz-7031
Betty,Moore,betty.moore@corecreativeassociates.com,+1-382-918-5232,"Creative Director","Core Creative Associates",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/betty-moore-2556
Brian,Green,brian.green@corecreativeassociates.com,+1-648-306-2678,"Senior Account Manager","Core Creative Associates",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/brian-green-5186
Michael,Hall,michael.hall@peaksearchdigital.com,+1-971-897-9736,"Business Development Manager","Peak Search Digital",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/michael-hall-1280
Barbara,Perez,barbara.perez@peaksearchdigital.com,+1-600-412-5769,"Account Manager","Peak Search Digital",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/barbara-perez-2036
Lisa,Collins,lisa.collins@peaksearchdigital.com,+1-266-392-1656,"Account Manager","Peak Search Digital",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/lisa-collins-5366
Michelle,King,michelle.king@deltamediacollective.com,+1-496-463-5416,"Programmatic Manager","Delta Media Collective",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/michelle-king-5313
Amy,Johnson,amy.johnson@deltamediacollective.com,+1-539-867-6462,"Digital Marketing Manager","Delta Media Collective",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/amy-johnson-8434
Ryan,Allen,ryan.allen@premiermediapartners.com,+1-887-641-6563,"Creative Director","Premier Media Partners",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/ryan-allen-2241
Brenda,Allen,brenda.allen@premiermediapartners.com,+1-315-714-9546,"VP of Search","Premier Media Partners",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/brenda-allen-6706
Donald,Smith,donald.smith@premiermediapartners.com,+1-203-900-3410,"SEM Specialist","Premier Media Partners",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/donald-smith-8082
Mark,Morales,mark.morales@premiermediapartners.com,+1-202-313-2732,"Senior Creative Director","Premier Media Partners",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/mark-morales-9492
Timothy,Reyes,timothy.reyes@digitalstrategiccommunications.com,+1-616-625-3484,"Media Buying Director","Digital Strategic Communications",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/timothy-reyes-8019
Charles,Garcia,charles.garcia@digitalstrategiccommunications.com,+1-898-795-8629,"Social Media Manager","Digital Strategic Communications",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/charles-garcia-6347
Deborah,Torres,deborah.torres@bluecreativeinteractive.com,+1-342-688-9345,"Programmatic Manager","Blue Creative Interactive",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/deborah-torres-7195
Edward,Turner,edward.turner@bluecreativeinteractive.com,+1-399-453-5586,"Partner","Blue Creative Interactive",LEADERSHIP,DIRECTOR,https://linkedin.com/in/edward-turner-6949
Shirley,Gonzalez,shirley.gonzalez@bluecreativeinteractive.com,+1-389-206-8811,"CMO","Blue Creative Interactive",LEADERSHIP,DIRECTOR,https://linkedin.com/in/shirley-gonzalez-2425
Paul,Lee,paul.lee@mediasocialagency.com,+1-349-685-2720,"VP of Social","Media Social Agency",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/paul-lee-3293
Jacob,Edwards,jacob.edwards@mediasocialagency.com,+1-615-677-3465,"VP of Digital","Media Social Agency",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/jacob-edwards-1969
Emily,Moore,emily.moore@redsocialstrategies.com,+1-400-847-4501,"BD Executive","Red Social Strategies",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/emily-moore-7753
Ashley,Miller,ashley.miller@redsocialstrategies.com,+1-433-678-2023,"Account Manager","Red Social Strategies",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/ashley-miller-5229
Brenda,Taylor,brenda.taylor@redsocialstrategies.com,+1-368-593-2412,"Digital Strategist","Red Social Strategies",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/brenda-taylor-1458
Susan,Williams,susan.williams@greensocialagency.com,+1-409-547-8438,"COO","Green Social Agency",LEADERSHIP,MANAGER,https://linkedin.com/in/susan-williams-6506
Kevin,Thompson,kevin.thompson@greensocialagency.com,+1-513-818-2758,"CEO","Green Social Agency",LEADERSHIP,COORDINATOR,https://linkedin.com/in/kevin-thompson-7580
Jeffrey,Harris,jeffrey.harris@greensocialagency.com,+1-626-594-2001,"VP of Media Buying","Green Social Agency",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/jeffrey-harris-4592
Charles,Edwards,charles.edwards@deltaprogrammaticpartners.com,+1-500-546-4131,"Senior Analyst","Delta Programmatic Partners",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/charles-edwards-2408
Mary,Walker,mary.walker@deltaprogrammaticpartners.com,+1-681-588-4500,"Associate Media Planner","Delta Programmatic Partners",MEDIA_PLANNING,VP,https://linkedin.com/in/mary-walker-5602
Jessica,Williams,jessica.williams@redsearchlabs.com,+1-862-775-5502,"Social Media Director","Red Search Labs",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/jessica-williams-7247
Mark,Brown,mark.brown@redsearchlabs.com,+1-908-421-2012,"Digital Strategist","Red Search Labs",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/mark-brown-9367
Andrew,Green,andrew.green@redsearchlabs.com,+1-325-767-3782,"SEM Director","Red Search Labs",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/andrew-green-2371
Jason,Flores,jason.flores@redsearchlabs.com,+1-295-374-8834,"Digital Marketing Director","Red Search Labs",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/jason-flores-1038
Amanda,Flores,amanda.flores@purpleperformancemarketing.com,+1-252-207-7214,"Account Executive","Purple Performance Marketing",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/amanda-flores-3201
Patricia,White,patricia.white@purpleperformancemarketing.com,+1-868-762-4809,"Media Buying Director","Purple Performance Marketing",MEDIA_BUYING,MANAGER,https://linkedin.com/in/patricia-white-1388
Eric,White,eric.white@maxsocialmedia.com,+1-988-787-3178,"Digital Marketing Specialist","Max Social Media",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/eric-white-7398
Charles,Parker,charles.parker@maxsocialmedia.com,+1-912-851-9689,"Senior Creative Director","Max Social Media",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/charles-parker-5122
Jonathan,Scott,jonathan.scott@puredigitalmedia.com,+1-255-331-6463,"VP of Accounts","Pure Digital Media",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/jonathan-scott-7186
Mark,Evans,mark.evans@puredigitalmedia.com,+1-973-961-5426,"Digital Marketing Manager","Pure Digital Media",DIGITAL_MARKETING,VP,https://linkedin.com/in/mark-evans-7958
Linda,Cruz,linda.cruz@puredigitalmedia.com,+1-215-696-8609,"VP of Search","Pure Digital Media",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/linda-cruz-4730
Linda,King,linda.king@brightprogrammaticinteractive.com,+1-661-970-2102,"Senior Strategist","Bright Programmatic Interactive",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/linda-king-3278
Sharon,Jones,sharon.jones@brightprogrammaticinteractive.com,+1-447-683-5142,"VP of Social","Bright Programmatic Interactive",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/sharon-jones-2406
Dorothy,Jackson,dorothy.jackson@brightprogrammaticinteractive.com,+1-686-611-4802,"Senior Account Manager","Bright Programmatic Interactive",ACCOUNT_MANAGEMENT,MANAGER,https://linkedin.com/in/dorothy-jackson-4662
Jason,Jones,jason.jones@brightprogrammaticinteractive.com,+1-768-817-3829,"VP of Creative","Bright Programmatic Interactive",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/jason-jones-6062
Michael,Nelson,michael.nelson@mediastrategicstrategies.com,+1-861-638-1840,"VP of Creative","Media Strategic Strategies",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/michael-nelson-4945
Nancy,Evans,nancy.evans@mediastrategicstrategies.com,+1-464-756-9215,"VP of Media Planning","Media Strategic Strategies",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/nancy-evans-2179
Richard,Adams,richard.adams@mediastrategicstrategies.com,+1-836-312-9927,"VP of Programmatic","Media Strategic Strategies",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/richard-adams-2659
Brenda,Diaz,brenda.diaz@mediastrategicstrategies.com,+1-316-882-3754,"Creative Director","Media Strategic Strategies",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/brenda-diaz-5477
Joseph,Rodriguez,joseph.rodriguez@strategicinfluenceralliance.com,+1-318-266-6809,"Senior Strategist","Strategic Influencer Alliance",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/joseph-rodriguez-5390
Christopher,Nguyen,christopher.nguyen@strategicinfluenceralliance.com,+1-365-413-6012,"Senior Strategist","Strategic Influencer Alliance",STRATEGY_PLANNING,COORDINATOR,https://linkedin.com/in/christopher-nguyen-9145
Stephanie,Morales,stephanie.morales@strategicinfluenceralliance.com,+1-507-962-4976,"VP of Media Planning","Strategic Influencer Alliance",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/stephanie-morales-2565
Jeffrey,Green,jeffrey.green@apexmedianetwork.com,+1-337-567-3036,"Partner","Apex Media Network",LEADERSHIP,COORDINATOR,https://linkedin.com/in/jeffrey-green-4256
Jonathan,Clark,jonathan.clark@apexmedianetwork.com,+1-483-264-7131,"Creative Director","Apex Media Network",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/jonathan-clark-8661
Cynthia,Collins,cynthia.collins@apexmedianetwork.com,+1-601-616-3077,"Social Media Specialist","Apex Media Network",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/cynthia-collins-9820
Charles,Clark,charles.clark@apexmedianetwork.com,+1-720-255-2861,"Search Marketing Manager","Apex Media Network",SEARCH_MARKETING,VP,https://linkedin.com/in/charles-clark-7894
Richard,Morales,richard.morales@coresocialcreative.com,+1-483-840-6453,"Social Media Specialist","Core Social Creative",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/richard-morales-1205
Stephanie,Morales,stephanie.morales@coresocialcreative.com,+1-532-848-9777,"Programmatic Manager","Core Social Creative",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/stephanie-morales-2201
Lisa,Murphy,lisa.murphy@bluemediastudios.com,+1-734-836-3011,"Programmatic Manager","Blue Media Studios",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/lisa-murphy-5908
Jason,Perez,jason.perez@bluemediastudios.com,+1-944-967-5378,"Analytics Manager","Blue Media Studios",ANALYTICS_INSIGHTS,VP,https://linkedin.com/in/jason-perez-3213
Jessica,Nelson,jessica.nelson@globalprogrammaticventures.com,+1-857-413-3499,"Social Media Specialist","Global Programmatic Ventures",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/jessica-nelson-3687
Stephen,Scott,stephen.scott@globalprogrammaticventures.com,+1-768-906-6068,"VP of Analytics","Global Programmatic Ventures",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/stephen-scott-7117
Cynthia,Lopez,cynthia.lopez@creativebrandgroup.com,+1-854-739-5159,"Social Media Strategist","Creative Brand Group",SOCIAL_MEDIA,EXECUTIVE,https://linkedin.com/in/cynthia-lopez-8621
Edward,Miller,edward.miller@creativebrandgroup.com,+1-634-289-6206,"SEM Director","Creative Brand Group",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/edward-miller-2894
Paul,Allen,paul.allen@alphacreativenetwork.com,+1-460-928-3661,"Strategy Director","Alpha Creative Network",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/paul-allen-9751
Brian,Evans,brian.evans@alphacreativenetwork.com,+1-766-566-3732,"Managing Director","Alpha Creative Network",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/brian-evans-5466
Jessica,Thompson,jessica.thompson@boldsearchmarketing.com,+1-720-340-6412,"Senior Media Buyer","Bold Search Marketing",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/jessica-thompson-9250
George,Walker,george.walker@boldsearchmarketing.com,+1-554-373-3172,"Art Director","Bold Search Marketing",CREATIVE_SERVICES,VP,https://linkedin.com/in/george-walker-5911
Karen,Young,karen.young@boldsearchmarketing.com,+1-931-986-1284,"Media Planner","Bold Search Marketing",MEDIA_PLANNING,MANAGER,https://linkedin.com/in/karen-young-5021
Jason,Moore,jason.moore@boldsearchmarketing.com,+1-228-939-7421,"Media Buyer","Bold Search Marketing",MEDIA_BUYING,EXECUTIVE,https://linkedin.com/in/jason-moore-9753
Kenneth,Adams,kenneth.adams@alphaperformancedigital.com,+1-578-426-2793,"Social Media Director","Alpha Performance Digital",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/kenneth-adams-3182
Ryan,Walker,ryan.walker@alphaperformancedigital.com,+1-334-455-5496,"Senior Account Manager","Alpha Performance Digital",ACCOUNT_MANAGEMENT,EXECUTIVE,https://linkedin.com/in/ryan-walker-6687
Laura,Thompson,laura.thompson@alphaperformancedigital.com,+1-958-228-8773,"VP of Media Buying","Alpha Performance Digital",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/laura-thompson-6751
Andrew,Mitchell,andrew.mitchell@alphaperformancedigital.com,+1-524-217-3129,"Creative Director","Alpha Performance Digital",CREATIVE_SERVICES,VP,https://linkedin.com/in/andrew-mitchell-9961
Lisa,Rodriguez,lisa.rodriguez@redprogrammaticassociates.com,+1-912-389-5553,"CEO","Red Programmatic Associates",LEADERSHIP,COORDINATOR,https://linkedin.com/in/lisa-rodriguez-6154
Jessica,Sanchez,jessica.sanchez@redprogrammaticassociates.com,+1-788-957-6238,"VP of Programmatic","Red Programmatic Associates",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/jessica-sanchez-8479
Brenda,Martin,brenda.martin@redprogrammaticassociates.com,+1-381-612-8750,"Creative Director","Red Programmatic Associates",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/brenda-martin-3132
Melissa,Morris,melissa.morris@redprogrammaticassociates.com,+1-918-973-8218,"VP of Social","Red Programmatic Associates",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/melissa-morris-5589
Anthony,Morales,anthony.morales@futureinfluencermarketing.com,+1-372-712-3632,"SEM Specialist","Future Influencer Marketing",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/anthony-morales-5184
James,Garcia,james.garcia@futureinfluencermarketing.com,+1-776-691-3666,"VP of Analytics","Future Influencer Marketing",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/james-garcia-7088
Angela,Turner,angela.turner@maxdigitalmarketing.com,+1-333-679-7249,"VP of Strategy","Max Digital Marketing",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/angela-turner-9589
Anthony,Allen,anthony.allen@maxdigitalmarketing.com,+1-805-519-6881,"VP of Creative","Max Digital Marketing",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/anthony-allen-3031
Steven,Wilson,steven.wilson@maxdigitalmarketing.com,+1-750-835-4566,"Media Planner","Max Digital Marketing",MEDIA_PLANNING,VP,https://linkedin.com/in/steven-wilson-1992
Amy,Carter,amy.carter@maxdigitalmarketing.com,+1-330-653-2687,"President","Max Digital Marketing",LEADERSHIP,DIRECTOR,https://linkedin.com/in/amy-carter-1729
Brenda,Hall,brenda.hall@bluesocialagency.com,+1-781-798-3203,"Media Planning Director","Blue Social Agency",MEDIA_PLANNING,VP,https://linkedin.com/in/brenda-hall-7941
Sandra,Flores,sandra.flores@bluesocialagency.com,+1-380-539-3248,"Account Manager","Blue Social Agency",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/sandra-flores-7343
Donald,Miller,donald.miller@bluesocialagency.com,+1-428-984-3449,"SEM Specialist","Blue Social Agency",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/donald-miller-3794
Matthew,Evans,matthew.evans@sigmacontentcollective.com,+1-749-498-2868,"Social Media Manager","Sigma Content Collective",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/matthew-evans-3244
Sandra,Ramirez,sandra.ramirez@sigmacontentcollective.com,+1-233-928-7658,"Social Media Strategist","Sigma Content Collective",SOCIAL_MEDIA,VP,https://linkedin.com/in/sandra-ramirez-2514
Ashley,Moore,ashley.moore@nextbrandassociates.com,+1-241-344-2204,"Social Media Strategist","Next Brand Associates",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/ashley-moore-8778
Daniel,Taylor,daniel.taylor@nextbrandassociates.com,+1-941-388-7422,"BD Executive","Next Brand Associates",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/daniel-taylor-9245
David,Reyes,david.reyes@nextbrandassociates.com,+1-759-832-8303,"Business Development Manager","Next Brand Associates",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/david-reyes-5501
Lisa,Ramirez,lisa.ramirez@globaldigitallabs.com,+1-601-803-5598,"Creative Director","Global Digital Labs",CREATIVE_SERVICES,VP,https://linkedin.com/in/lisa-ramirez-3241
Angela,Martinez,angela.martinez@globaldigitallabs.com,+1-494-699-9721,"Data Analyst","Global Digital Labs",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/angela-martinez-8784
Melissa,Flores,melissa.flores@globaldigitallabs.com,+1-201-946-9565,"Account Executive","Global Digital Labs",ACCOUNT_MANAGEMENT,VP,https://linkedin.com/in/melissa-flores-1029
William,Miller,william.miller@globaldigitallabs.com,+1-876-421-8270,"Programmatic Manager","Global Digital Labs",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/william-miller-1994
Jason,Scott,jason.scott@summitsocialmarketing.com,+1-694-325-1178,"VP of Analytics","Summit Social Marketing",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/jason-scott-8229
Patricia,Evans,patricia.evans@summitsocialmarketing.com,+1-599-218-1093,"VP of Strategy","Summit Social Marketing",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/patricia-evans-5528
Karen,Taylor,karen.taylor@globalbrandcollective.com,+1-857-404-4599,"Media Planner","Global Brand Collective",MEDIA_PLANNING,MANAGER,https://linkedin.com/in/karen-taylor-2424
Sandra,Diaz,sandra.diaz@globalbrandcollective.com,+1-585-800-1611,"BD Executive","Global Brand Collective",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/sandra-diaz-5861
Rebecca,Baker,rebecca.baker@globalbrandcollective.com,+1-266-380-8568,"Copywriter","Global Brand Collective",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/rebecca-baker-3092
Joseph,Scott,joseph.scott@globalbrandcollective.com,+1-650-698-1660,"Programmatic Specialist","Global Brand Collective",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/joseph-scott-5944
Amy,Thompson,amy.thompson@proinfluencercollective.com,+1-672-427-7546,"Programmatic Director","Pro Influencer Collective",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/amy-thompson-1886
Christopher,Lopez,christopher.lopez@proinfluencercollective.com,+1-305-320-9467,"Media Planning Director","Pro Influencer Collective",MEDIA_PLANNING,VP,https://linkedin.com/in/christopher-lopez-2018
Lisa,Lewis,lisa.lewis@reddigitalsolutions.com,+1-909-519-9718,"VP of Search","Red Digital Solutions",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/lisa-lewis-4525
Susan,Davis,susan.davis@reddigitalsolutions.com,+1-766-417-7065,"Programmatic Manager","Red Digital Solutions",PROGRAMMATIC,VP,https://linkedin.com/in/susan-davis-1724
Robert,Davis,robert.davis@reddigitalsolutions.com,+1-343-412-3713,"Social Media Director","Red Digital Solutions",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/robert-davis-1282
Joshua,Parker,joshua.parker@reddigitalsolutions.com,+1-605-679-5644,"VP of Social","Red Digital Solutions",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/joshua-parker-6073
Stephen,Phillips,stephen.phillips@omegabrandassociates.com,+1-226-488-3792,"Social Media Director","Omega Brand Associates",SOCIAL_MEDIA,EXECUTIVE,https://linkedin.com/in/stephen-phillips-6672
Richard,Rodriguez,richard.rodriguez@omegabrandassociates.com,+1-497-904-5723,"Senior Strategist","Omega Brand Associates",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/richard-rodriguez-3917
Linda,Walker,linda.walker@omegabrandassociates.com,+1-909-686-8844,"Associate Media Planner","Omega Brand Associates",MEDIA_PLANNING,ASSOCIATE,https://linkedin.com/in/linda-walker-9882
David,Roberts,david.roberts@bluesearchventures.com,+1-508-612-6620,"Digital Strategist","Blue Search Ventures",DIGITAL_MARKETING,VP,https://linkedin.com/in/david-roberts-2372
Amanda,Jones,amanda.jones@bluesearchventures.com,+1-897-845-7639,"Associate Media Planner","Blue Search Ventures",MEDIA_PLANNING,COORDINATOR,https://linkedin.com/in/amanda-jones-5660
Kimberly,Morris,kimberly.morris@bluesearchventures.com,+1-883-481-7444,"VP of Media Planning","Blue Search Ventures",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/kimberly-morris-9880
Ronald,Rodriguez,ronald.rodriguez@futuresearchalliance.com,+1-346-943-6704,"VP of Social","Future Search Alliance",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/ronald-rodriguez-5341
Ronald,Davis,ronald.davis@futuresearchalliance.com,+1-538-993-2522,"Senior Strategist","Future Search Alliance",STRATEGY_PLANNING,MANAGER,https://linkedin.com/in/ronald-davis-6349
Matthew,Garcia,matthew.garcia@prosearchpartners.com,+1-843-766-3093,"VP of Digital","Pro Search Partners",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/matthew-garcia-9799
Kathleen,Carter,kathleen.carter@prosearchpartners.com,+1-859-793-2043,"Account Director","Pro Search Partners",ACCOUNT_MANAGEMENT,DIRECTOR,https://linkedin.com/in/kathleen-carter-6953
Ryan,Martinez,ryan.martinez@primeprogrammaticstrategies.com,+1-319-351-1810,"Analytics Director","Prime Programmatic Strategies",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/ryan-martinez-9424
David,Young,david.young@primeprogrammaticstrategies.com,+1-345-453-5528,"Search Marketing Manager","Prime Programmatic Strategies",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/david-young-7080
Elizabeth,Campbell,elizabeth.campbell@primeprogrammaticstrategies.com,+1-886-225-6406,"CMO","Prime Programmatic Strategies",LEADERSHIP,COORDINATOR,https://linkedin.com/in/elizabeth-campbell-1346
William,Allen,william.allen@primeprogrammaticstrategies.com,+1-645-424-2166,"Digital Marketing Director","Prime Programmatic Strategies",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/william-allen-1150
Timothy,Nguyen,timothy.nguyen@bolddigitalcommunications.com,+1-568-625-1181,"Strategist","Bold Digital Communications",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/timothy-nguyen-5730
Rebecca,Reyes,rebecca.reyes@bolddigitalcommunications.com,+1-479-948-9560,"VP of Media Planning","Bold Digital Communications",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/rebecca-reyes-5852
Jeffrey,Collins,jeffrey.collins@bolddigitalcommunications.com,+1-398-680-3559,"VP of Creative","Bold Digital Communications",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/jeffrey-collins-8076
Kimberly,Parker,kimberly.parker@bolddigitalcommunications.com,+1-236-609-2799,"VP of Search","Bold Digital Communications",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/kimberly-parker-7486
James,Reyes,james.reyes@truestrategicinteractive.com,+1-271-549-6032,"VP of Digital","True Strategic Interactive",DIGITAL_MARKETING,DIRECTOR,https://linkedin.com/in/james-reyes-9205
Laura,Smith,laura.smith@truestrategicinteractive.com,+1-779-225-9117,"Media Planning Director","True Strategic Interactive",MEDIA_PLANNING,COORDINATOR,https://linkedin.com/in/laura-smith-6550
Laura,Robinson,laura.robinson@modernbrandnetwork.com,+1-275-974-7165,"Social Media Manager","Modern Brand Network",SOCIAL_MEDIA,VP,https://linkedin.com/in/laura-robinson-3303
Robert,Gomez,robert.gomez@modernbrandnetwork.com,+1-755-846-5707,"Digital Strategist","Modern Brand Network",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/robert-gomez-6638
Stephen,Thompson,stephen.thompson@modernbrandnetwork.com,+1-748-620-7092,"Strategy Director","Modern Brand Network",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/stephen-thompson-5313
Stephanie,Brown,stephanie.brown@silverinfluencerventures.com,+1-657-611-6054,"Account Manager","Silver Influencer Ventures",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/stephanie-brown-1562
Jessica,Cruz,jessica.cruz@silverinfluencerventures.com,+1-567-632-8343,"Search Strategist","Silver Influencer Ventures",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/jessica-cruz-2001
Stephen,Wright,stephen.wright@deltamediaassociates.com,+1-677-605-1233,"VP of Business Development","Delta Media Associates",BUSINESS_DEVELOPMENT,ASSOCIATE,https://linkedin.com/in/stephen-wright-1945
Nancy,Rodriguez,nancy.rodriguez@deltamediaassociates.com,+1-859-681-5804,"Associate Media Buyer","Delta Media Associates",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/nancy-rodriguez-5404
Susan,Hill,susan.hill@primeinfluencerstrategies.com,+1-714-241-3182,"Senior Media Planner","Prime Influencer Strategies",MEDIA_PLANNING,MANAGER,https://linkedin.com/in/susan-hill-3025
Jessica,Flores,jessica.flores@primeinfluencerstrategies.com,+1-654-226-4101,"Strategist","Prime Influencer Strategies",STRATEGY_PLANNING,EXECUTIVE,https://linkedin.com/in/jessica-flores-2937
Sharon,Lee,sharon.lee@firstperformancecollective.com,+1-572-932-5697,"Media Buyer","First Performance Collective",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/sharon-lee-9287
Matthew,Lopez,matthew.lopez@firstperformancecollective.com,+1-919-763-3576,"Programmatic Manager","First Performance Collective",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/matthew-lopez-3794
Steven,Lopez,steven.lopez@firstperformancecollective.com,+1-512-921-7461,"Social Media Director","First Performance Collective",SOCIAL_MEDIA,EXECUTIVE,https://linkedin.com/in/steven-lopez-1174
Jessica,Collins,jessica.collins@globalsearchalliance.com,+1-761-920-2916,"Social Media Specialist","Global Search Alliance",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/jessica-collins-6221
Thomas,Young,thomas.young@globalsearchalliance.com,+1-585-986-7665,"Copywriter","Global Search Alliance",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/thomas-young-9129
Barbara,Lewis,barbara.lewis@globalsearchalliance.com,+1-966-824-4016,"Social Media Manager","Global Search Alliance",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/barbara-lewis-4997
Donald,Rivera,donald.rivera@globalsearchalliance.com,+1-884-977-7816,"VP of Programmatic","Global Search Alliance",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/donald-rivera-8511
Amanda,Martinez,amanda.martinez@greensocialmedia.com,+1-425-696-5111,"SEM Director","Green Social Media",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/amanda-martinez-9718
Kathleen,Thompson,kathleen.thompson@greensocialmedia.com,+1-531-441-4009,"CEO","Green Social Media",LEADERSHIP,MANAGER,https://linkedin.com/in/kathleen-thompson-2491
